노선명,역명,승차총승객수,하차총승객수
분당선,강남구청,3745,4410
분당선,압구정로데오,11791,12704
분당선,서울숲,8905,9290
분당선,수원,6432,5553
분당선,복정,1,0
분당선,수서,10676,10478
분당선,대모산입구,3194,3130
분당선,개포동,2771,2772
분당선,구룡,1178,1349
분당선,도곡,3384,3341
분당선,한티,9717,9672
분당선,선릉,3417,5220
과천선,범계,16421,16059
과천선,평촌,7700,7417
과천선,인덕원,14183,14299
과천선,정부과천청사,4978,4989
과천선,과천,4268,3823
과천선,대공원,4296,4428
과천선,경마공원,15588,15725
과천선,선바위,4692,3928
공항철도 1호선,영종,3153,3032
공항철도 1호선,인천공항2터미널,6563,6008
공항철도 1호선,인천공항1터미널,13097,13164
공항철도 1호선,공항화물청사,1044,1108
공항철도 1호선,운서,7357,7953
공항철도 1호선,청라국제도시,4029,3942
공항철도 1호선,검암,4261,4124
공항철도 1호선,계양,7522,7053
공항철도 1호선,김포공항,9239,4900
공항철도 1호선,마곡나루(서울식물원),3772,4287
공항철도 1호선,디지털미디어시티,4873,4953
공항철도 1호선,홍대입구,15439,13768
공항철도 1호선,공덕,1670,2503
공항철도 1호선,서울역,14623,13351
경춘선,춘천,1603,1697
경춘선,남춘천,2660,3532
경춘선,김유정,387,432
경춘선,강촌,673,505
경춘선,백양리,86,93
경춘선,굴봉산,169,108
경춘선,가평,2012,1641
경춘선,상천,389,299
경춘선,청평,1781,1455
경춘선,대성리,1481,467
경춘선,마석,2631,2433
경춘선,천마산,1157,1059
경춘선,평내호평,3533,3309
경춘선,금곡,928,837
경춘선,사릉,1336,1229
경춘선,퇴계원,2281,1953
경춘선,별내,2077,1863
경춘선,갈매,1587,1407
경춘선,신내,1033,1020
경인선,도화,2505,2314
경인선,중동,5659,5269
경인선,온수(성공회대입구),4147,3793
경인선,도원,2190,2135
경인선,간석,3519,3280
경인선,부개,5599,5234
경인선,소사,6254,5936
경인선,구일,13521,14372
경인선,인천,3585,2913
경인선,동인천,9886,9611
경인선,제물포,5756,5683
경인선,주안,13339,12122
경인선,동암,10767,10530
경인선,백운,4848,4651
경인선,부평,23610,23223
경인선,송내,14658,13991
경인선,부천,24181,23881
경인선,역곡,16214,16140
경인선,오류동,7830,7216
경인선,개봉,13710,13501
경의선,운천,8,2
경의선,임진강,46,41
경의선,문산,4247,4543
경의선,파주,739,750
중앙선,망우,5427,5352
중앙선,상봉(시외버스터미널),4099,4178
중앙선,중랑,3678,3682
중앙선,회기,23641,22648
장항선,신창(순천향대),1218,2223
장항선,온양온천,6178,5893
장항선,배방,1040,1226
장항선,탕정,1167,1262
장항선,아산,4887,3503
장항선,쌍용(나사렛대),1742,1992
장항선,봉명,751,793
일산선,대화,8034,7198
일산선,주엽,5369,5318
일산선,정발산,5821,5754
일산선,마두,3941,3989
일산선,백석,6147,6109
일산선,대곡,1703,1438
일산선,화정,11026,11330
일산선,원당,6621,6367
일산선,삼송,12027,11461
일산선,원흥,6365,6221
우이신설선,신설동,1507,1405
우이신설선,보문,1106,1060
우이신설선,성신여대입구(돈암),2397,2878
우이신설선,정릉,3198,2711
우이신설선,북한산보국문,4271,3976
우이신설선,솔샘,3385,3065
우이신설선,삼양사거리,1762,1722
우이신설선,삼양,1338,1363
우이신설선,화계,2341,2131
우이신설선,가오리,2643,2533
우이신설선,4.19민주묘지,2408,2074
우이신설선,솔밭공원,1742,1635
1호선,서울역,41184,40337
1호선,시청,13969,12625
1호선,종각,16456,14264
1호선,종로3가,16687,14785
1호선,종로5가,13300,12826
1호선,동대문,11497,12373
1호선,신설동,9100,9159
1호선,제기동,11244,11803
1호선,청량리(서울시립대입구),15609,15621
1호선,동묘앞,13908,14148
2호선,을지로입구,28319,26970
2호선,을지로3가,12478,11568
2호선,을지로4가,6130,6112
2호선,동대문역사문화공원(DDP),10882,13405
2호선,신당,9138,9941
2호선,상왕십리,7842,7798
2호선,왕십리(성동구청),10511,9957
2호선,한양대,3256,3591
2호선,뚝섬,14264,13746
2호선,성수,24241,26726
2호선,건대입구,28466,29510
2호선,구의(광진구청),13547,13484
2호선,강변(동서울터미널),25555,25490
2호선,잠실나루,5988,6112
2호선,잠실(송파구청),61151,57085
2호선,잠실새내,14627,15006
2호선,종합운동장,17598,18951
2호선,삼성(무역센터),28492,27041
2호선,선릉,16738,14302
2호선,역삼,13668,14392
2호선,강남,37120,35442
2호선,교대(법원.검찰청),11169,13540
2호선,서초,16310,15152
2호선,방배,7676,8193
2호선,사당,26762,29025
2호선,낙성대(강감찬),17688,18725
2호선,서울대입구(관악구청),28188,28928
2호선,봉천,13977,13209
2호선,신림,36519,35377
2호선,신대방,16999,16671
2호선,구로디지털단지,28019,27234
2호선,대림(구로구청),17476,17787
2호선,신도림,33417,33257
2호선,문래,9738,10285
2호선,영등포구청,9702,10233
2호선,당산,9717,10384
2호선,합정,26590,27858
2호선,홍대입구,69081,69525
2호선,신촌,29585,29016
2호선,이대,9419,10642
2호선,아현,6271,6088
2호선,충정로(경기대입구),4491,4857
2호선,용답,1989,1966
2호선,신답,848,918
2호선,신설동,3419,3521
2호선,도림천,526,572
2호선,양천구청,3816,3922
2호선,신정네거리,5721,5741
2호선,용두(동대문구청),1338,1316
3호선,지축,3956,3779
3호선,구파발,12703,13034
3호선,연신내,21910,20696
3호선,불광,10418,11927
3호선,녹번,8218,7515
3호선,홍제,10717,10575
3호선,무악재,2409,2496
3호선,독립문,5047,5535
3호선,경복궁(정부서울청사),18334,20000
3호선,안국,16800,17383
3호선,가락시장,4619,4874
3호선,수서,12898,13258
3호선,일원,4756,4863
3호선,대청,4906,4857
3호선,학여울,2250,2390
3호선,대치,6423,6126
3호선,도곡,2145,2263
3호선,매봉,4483,4545
3호선,양재(서초구청),15819,17517
3호선,남부터미널(예술의전당),17831,18691
3호선,교대(법원.검찰청),6942,3610
8호선,장지,10321,10083
8호선,문정,7251,7589
8호선,가락시장,3937,4725
8호선,송파,5012,5059
8호선,석촌,4542,5926
8호선,잠실(송파구청),12460,13671
8호선,몽촌토성(평화의문),3919,3790
8호선,강동구청,5080,5141
8호선,천호(풍납토성),10036,11222
8호선,암사,9760,9232
7호선,온수(성공회대입구),4489,4521
7호선,천왕,5665,5440
7호선,광명사거리,12650,12448
3호선,고속터미널,52496,47936
3호선,잠원,2667,2587
3호선,신사,15673,15698
3호선,압구정,16501,16965
3호선,옥수,5498,5759
3호선,금호,4802,4618
3호선,약수,7830,7499
3호선,동대입구,12936,12974
3호선,충무로,2,0
3호선,을지로3가,5221,4994
3호선,종로3가,5504,6565
5호선,하남시청(덕풍·신장),5043,4892
5호선,하남검단산,5325,5206
6호선,응암,10588,10692
경부선,오산,8728,9189
경부선,진위,993,1038
경부선,송탄,4080,4673
경부선,서정리,5656,8035
경부선,평택지제,3646,3448
경부선,평택,13683,14674
경부선,성환,3037,3868
경부선,직산,659,773
경부선,두정,5975,8112
경부선,천안,8068,8107
경부선,당정,3354,3329
경부선,서동탄,888,862
경부선,광명,3687,2575
경원선,이촌(국립중앙박물관),2840,2237
경원선,서빙고,2352,2460
경원선,한남,2180,2111
경원선,옥수,54,28
경원선,응봉,1258,1207
경원선,왕십리(성동구청),13464,14312
경원선,청량리(서울시립대입구),16551,15945
경원선,외대앞,6224,6151
경원선,신이문,5132,4900
경원선,석계,5111,5602
경원선,광운대,4943,5137
경원선,월계,4260,4022
경원선,녹천,2689,2387
경원선,방학,6651,6366
경원선,도봉,3671,3407
경원선,도봉산,8108,5403
경원선,망월사,5088,5118
경원선,회룡,8275,8125
경원선,의정부,15356,15283
경원선,가능,4068,3866
경원선,녹양,2971,2790
경원선,양주,5468,5345
경원선,덕계,3145,2733
경원선,덕정,3755,3924
경원선,지행,4737,4908
경원선,동두천중앙,2189,2093
경원선,보산,1262,1527
경원선,동두천,1417,1917
경원선,소요산,3125,2794
경의선,서울역,1398,1310
경의선,신촌,366,354
경의선,효창공원앞,1607,1827
경의선,공덕,2497,1880
경의선,서강대,2098,2090
경의선,홍대입구,2162,2634
경의선,가좌,3439,3368
경의선,디지털미디어시티,1779,1542
경의선,수색,1392,1424
경의선,화전,1094,1191
경의선,강매,1741,1575
경의선,행신,5152,5000
경의선,능곡,3066,2927
경의선,곡산,386,355
경의선,백마,4077,3898
경의선,풍산,4436,4108
경의선,일산,6311,5783
경의선,탄현,4783,4344
경의선,야당,5749,5567
경의선,운정,4386,4102
경의선,금릉,3452,3274
경의선,금촌,4720,5010
경의선,월롱,1005,1476
6호선,역촌,2281,2677
6호선,불광,3340,2923
6호선,독바위,1600,1883
6호선,연신내,1,0
6호선,구산,4422,3324
6호선,새절(신사),7058,6768
6호선,증산(명지대앞),6032,6049
6호선,디지털미디어시티,6519,6816
6호선,월드컵경기장(성산),7165,8320
6호선,마포구청,9212,7961
6호선,망원,11146,11558
6호선,합정,10990,10319
6호선,상수,8190,8874
6호선,동묘앞,7304,7256
6호선,신당,4803,5383
6호선,청구,1945,1807
6호선,약수,2123,2091
6호선,버티고개,1246,1327
6호선,한강진,8215,9487
6호선,이태원,11547,9937
6호선,녹사평(용산구청),4062,3989
6호선,삼각지,4859,4033
6호선,효창공원앞,4173,3789
6호선,공덕,8739,8275
6호선,대흥(서강대앞),6206,6436
6호선,광흥창(서강),4908,4851
5호선,오목교(목동운동장앞),12404,12868
5호선,양평,3234,3269
5호선,영등포구청,1866,1799
5호선,영등포시장,7436,7806
5호선,신길,2670,2755
5호선,여의도,11179,11549
5호선,여의나루,9277,11473
5호선,마포,6146,6158
5호선,공덕,5863,5799
5호선,애오개,3007,2996
5호선,충정로(경기대입구),1583,1604
5호선,서대문,6060,6171
5호선,광화문(세종문화회관),18833,19318
5호선,종로3가,11151,9925
5호선,을지로4가,2550,2572
5호선,동대문역사문화공원(DDP),1215,1368
5호선,청구,2022,1873
5호선,신금호,3362,3659
5호선,행당,4428,3964
5호선,왕십리(성동구청),3005,3709
5호선,마장,3251,3123
5호선,답십리,8356,7771
5호선,장한평,9313,9282
5호선,군자(능동),7424,8358
5호선,아차산(어린이대공원후문),10721,10356
5호선,광나루(장신대),9469,9335
5호선,천호(풍납토성),15045,14179
5호선,강동,10095,10272
5호선,길동,4872,4709
5호선,굽은다리(강동구민회관앞),6100,5805
5호선,명일,5818,5787
5호선,고덕,5280,5395
5호선,상일동,7154,7118
5호선,둔촌동,5536,5574
5호선,올림픽공원(한국체대),5086,4636
5호선,방이,4975,4525
5호선,오금,1735,1632
5호선,개롱,3420,3700
5호선,거여,5204,5086
5호선,마천,4218,4240
5호선,강일,3191,2945
5호선,미사,10346,10427
3호선,경찰병원,3077,3271
3호선,오금,3299,3132
4호선,당고개,6178,5782
4호선,상계,11709,10879
4호선,노원,13264,14810
4호선,창동,17328,17861
4호선,쌍문,17711,16350
4호선,수유(강북구청),22244,21342
4호선,미아(서울사이버대학),9151,8721
4호선,미아사거리,17916,17097
4호선,길음,12247,11883
4호선,성신여대입구(돈암),14791,14765
4호선,한성대입구(삼선교),8812,8730
4호선,혜화,37591,36698
4호선,동대문,10522,11680
4호선,동대문역사문화공원(DDP),14708,12412
4호선,충무로,15820,16265
4호선,명동,30075,32859
7호선,철산,11633,11399
7호선,가산디지털단지,11577,11262
7호선,남구로,7445,7451
7호선,대림(구로구청),9590,8913
7호선,신풍,6928,6527
7호선,보라매,4192,4312
7호선,신대방삼거리,8365,8464
7호선,장승배기,4873,4756
7호선,상도,6652,6710
7호선,숭실대입구(살피재),6767,7299
7호선,남성,6236,6262
7호선,이수,9283,8734
7호선,내방,5849,6037
7호선,고속터미널,17406,10661
7호선,반포,3368,3353
7호선,논현,6194,6400
7호선,학동,8292,8815
7호선,강남구청,6712,7348
7호선,청담,7481,7891
7호선,뚝섬유원지,5846,5441
7호선,건대입구,8989,9605
7호선,어린이대공원(세종대),8762,9049
7호선,군자(능동),9320,7197
7호선,중곡,6051,5716
7호선,용마산(용마폭포공원),3320,3625
7호선,사가정,9597,9406
7호선,면목,8420,8195
7호선,상봉(시외버스터미널),10899,10215
7호선,중화,6125,6003
7호선,먹골,5985,5933
7호선,태릉입구,5469,5290
7호선,공릉(서울과학기술대),7295,7529
7호선,하계,10778,10091
7호선,중계,8406,8047
7호선,노원,12371,12091
7호선,마들,6791,6343
7호선,수락산,8250,8064
7호선,도봉산,5459,7506
7호선,장암,1546,947
6호선,봉화산(서울의료원),4510,4360
6호선,화랑대(서울여대입구),5815,5326
6호선,태릉입구,3846,4138
6호선,석계,6996,7426
6호선,돌곶이,6817,6662
6호선,상월곡(한국과학기술연구원),3875,3440
6호선,월곡(동덕여대),6124,6208
6호선,고려대(종암),5222,5625
6호선,안암(고대병원앞),8436,8549
6호선,보문,4611,4362
6호선,창신,1844,1671
5호선,하남풍산,3071,3060
2호선,시청,9550,7340
경부선,의왕,4276,4346
8호선,복정,5634,5109
8호선,산성,3449,3538
8호선,남한산성입구(성남법원.검찰청),7350,6789
8호선,단대오거리,6577,6435
8호선,신흥,3172,3435
8호선,수진,3823,3482
8호선,모란,4836,3998
8호선,남위례,3605,3630
9호선,개화,1272,1101
9호선,김포공항,7009,10301
9호선,공항시장,2015,2181
9호선,신방화,3940,3995
9호선,마곡나루(서울식물원),7227,7100
9호선,양천향교,4732,4940
9호선,가양,13618,13074
9호선,증미,2862,2899
9호선,등촌,5918,5911
9호선,염창,10189,9830
9호선,신목동,2115,1905
9호선,선유도,3268,3213
9호선,당산,11092,11049
9호선,국회의사당,6641,6378
9호선,여의도,12977,11621
9호선,샛강,2314,2201
9호선,노량진,16979,17608
9호선,노들,3123,2652
9호선,흑석(중앙대입구),4821,5173
9호선,동작(현충원),1465,1404
9호선,구반포,391,434
9호선,신반포,2475,2574
9호선,고속터미널,14695,21955
9호선,사평,1923,1978
9호선,신논현,18298,17575
9호선2~3단계,언주,5069,5029
9호선2~3단계,선정릉,3782,4179
9호선2~3단계,삼성중앙,2308,2517
9호선2~3단계,봉은사,12151,12469
9호선2~3단계,종합운동장,3253,2954
9호선2~3단계,삼전,4202,4136
9호선2~3단계,석촌고분,4044,4070
9호선2~3단계,석촌,6032,5300
9호선2~3단계,송파나루,3799,4119
9호선2~3단계,한성백제,2002,1698
9호선2~3단계,올림픽공원(한국체대),10397,11680
9호선2~3단계,둔촌오륜,778,819
9호선2~3단계,중앙보훈병원,4449,4370
경강선,판교,3082,2927
경강선,이매,797,672
경강선,삼동,1258,1227
경강선,경기광주,4260,4391
경강선,초월,2060,1883
경강선,곤지암,1882,2011
경강선,신둔도예촌,1072,1085
경강선,이천,2422,2676
경강선,부발,1946,2225
경강선,세종대왕릉,358,306
경강선,여주,2634,2703
경부선,서울역,11859,2935
경부선,남영,5956,6508
경부선,용산,44150,41092
경부선,노량진,7159,7102
경부선,대방,5638,6587
경부선,영등포,39396,38427
경부선,신도림,2528,2822
경부선,신길,5054,4487
경부선,구로,12036,12427
경부선,가산디지털단지,5822,7582
경부선,금천구청,6713,6636
경부선,석수,5366,5132
경부선,관악,5860,5406
경부선,안양,14532,14226
경부선,명학,3568,3346
경부선,금정,16658,16777
경부선,군포,3335,3063
경부선,성균관대,8984,9586
경부선,화서,5097,4805
경부선,수원,39078,37658
경부선,독산,7095,7164
경부선,세류,2474,2291
경부선,병점,10873,11618
경부선,세마,1943,1910
경부선,오산대,2531,2392
4호선,회현(남대문시장),13112,13589
4호선,서울역,6310,18669
4호선,숙대입구(갈월),10966,10403
4호선,삼각지,4291,5346
4호선,신용산,12670,13177
4호선,이촌(국립중앙박물관),6503,7067
4호선,동작(현충원),993,1040
4호선,총신대입구(이수),11617,12705
4호선,사당,18579,17806
4호선,남태령,959,618
5호선,방화,4133,4038
5호선,개화산,3028,3014
5호선,김포공항,7860,6869
5호선,송정,3759,3738
5호선,마곡,4288,4444
5호선,발산,11482,11885
5호선,우장산,7586,7990
5호선,화곡,15768,14822
5호선,까치산,16850,16287
5호선,신정(은행정),7104,6325
5호선,목동,8455,8698
중앙선,구리,8036,8187
중앙선,양원,1487,1509
중앙선,지평,65,44
중앙선,용문,1899,1611
중앙선,원덕,381,316
중앙선,양평,2449,2283
중앙선,오빈,222,208
중앙선,아신,570,512
중앙선,국수,529,508
중앙선,신원,190,164
중앙선,양수,1616,1410
중앙선,운길산,762,722
중앙선,팔당,958,1025
중앙선,도심,1241,1013
중앙선,덕소,3454,3402
중앙선,양정,434,328
중앙선,도농,6117,6064
우이신설선,북한산우이,3249,3310
안산선,수리산,2306,2214
안산선,오이도,6082,5649
안산선,정왕,6796,7261
안산선,신길온천,1566,1464
안산선,안산,12235,10981
안산선,초지,3062,2807
안산선,고잔,5731,5592
안산선,중앙,13844,13604
안산선,한대앞,6217,6243
안산선,상록수,10247,10087
안산선,반월,2708,2720
안산선,대야미,3275,3039
안산선,산본,10190,10878
신림선,관악산(서울대),2520,2789
신림선,서울대벤처타운,6220,5990
신림선,서원,2055,1986
신림선,신림,1129,1523
신림선,당곡,2547,2540
신림선,보라매병원,2341,2366
신림선,보라매공원,1090,1202
신림선,보라매,2105,1997
신림선,서울지방병무청,1667,1929
신림선,대방,1958,1378
신림선,샛강,937,1134
수인선,인천,1015,1459
수인선,신포,1240,1176
수인선,숭의,2204,2039
수인선,인하대,3815,3708
수인선,송도,1543,1487
수인선,연수,3882,3740
수인선,원인재,3087,3093
수인선,남동인더스파크,617,685
수인선,호구포,2306,2361
수인선,인천논현,3244,3332
수인선,소래포구,4311,4099
수인선,월곶,1902,1807
수인선,달월,60,66
수인선,사리,3216,2717
수인선,야목,219,180
수인선,어천,969,1099
수인선,고색,2193,2342
1호선,동묘앞,9242,9461
중앙선,지평,59,66
중앙선,용문,3119,3022
중앙선,원덕,381,355
중앙선,양평,3212,3155
중앙선,오빈,307,314
중앙선,아신,666,704
중앙선,국수,791,799
중앙선,신원,189,159
중앙선,양수,1995,2000
중앙선,운길산,672,633
중앙선,팔당,827,799
중앙선,도심,2758,2213
중앙선,덕소,5925,5747
중앙선,양정,676,538
중앙선,도농,12817,11375
중앙선,구리,14246,14443
중앙선,양원,3444,3394
중앙선,망우,8283,7924
중앙선,상봉(시외버스터미널),6226,6184
중앙선,중랑,5878,5756
중앙선,회기,30015,29629
장항선,신창(순천향대),2649,3466
장항선,온양온천,4900,4892
장항선,배방,1377,1250
장항선,탕정,1608,1541
장항선,아산,4974,4097
장항선,쌍용(나사렛대),3114,3279
장항선,봉명,1515,1565
일산선,대화,14868,10958
일산선,주엽,11105,11232
일산선,정발산,7152,7157
일산선,마두,8671,8809
일산선,백석,10969,10910
일산선,대곡,3223,2273
일산선,화정,18584,18982
일산선,원당,12215,11601
일산선,삼송,20924,20195
일산선,원흥,12531,11992
우이신설선,신설동,2743,2429
우이신설선,보문,1722,1741
우이신설선,성신여대입구(돈암),3710,4036
우이신설선,정릉,5260,4968
우이신설선,북한산보국문,7122,7060
우이신설선,솔샘,6585,6344
우이신설선,삼양사거리,2818,2861
우이신설선,삼양,2220,2334
우이신설선,화계,3987,3805
우이신설선,가오리,4799,4866
우이신설선,4.19민주묘지,4265,4329
우이신설선,솔밭공원,2870,2817
우이신설선,북한산우이,2991,2664
안산선,수리산,4606,3796
안산선,오이도,8976,8538
안산선,정왕,11295,11938
안산선,신길온천,2145,1946
안산선,안산,12907,11718
안산선,초지,5976,6084
안산선,고잔,9866,9180
안산선,중앙,19830,20523
안산선,한대앞,11058,11290
안산선,상록수,17268,17492
안산선,반월,4689,4573
안산선,대야미,5399,4766
안산선,산본,17080,18466
신림선,관악산(서울대),3003,3316
신림선,서울대벤처타운,10068,9422
신림선,서원,3717,3214
신림선,신림,1836,2570
신림선,당곡,4914,4833
신림선,보라매병원,8235,8720
신림선,보라매공원,2205,2478
신림선,보라매,4262,3897
신림선,서울지방병무청,3305,3666
신림선,대방,2967,2317
신림선,샛강,3257,3625
수인선,인천,990,1532
수인선,신포,2062,2024
수인선,숭의,4664,4312
수인선,인하대,8132,8029
수인선,송도,2869,2480
수인선,연수,4962,4787
수인선,원인재,4803,4965
수인선,남동인더스파크,2368,2697
수인선,호구포,4373,4616
수인선,인천논현,5899,6298
수인선,소래포구,5730,5309
수인선,월곶,3104,2736
수인선,달월,144,88
수인선,사리,5856,5019
수인선,야목,392,341
수인선,어천,1479,1437
수인선,오목천,5471,4651
수인선,고색,6070,5674
서해선,부천종합운동장,2729,2119
서해선,원종,4487,4690
서해선,김포공항,2838,3570
분당선,매교,5818,5732
분당선,수원시청,14184,15204
분당선,매탄권선,6110,5933
분당선,망포,17308,16559
분당선,영통,9718,10088
분당선,청명,5182,5010
분당선,상갈,6165,5793
분당선,기흥,12318,11721
분당선,신갈,5394,5314
분당선,구성,5527,5747
분당선,죽전,14654,16068
분당선,보정,3109,2735
분당선,이매,6214,5917
분당선,오리,12706,10746
분당선,미금,16056,17178
분당선,정자,19970,20912
분당선,수내,15133,15204
분당선,서현,25959,26280
분당선,야탑,27038,28660
분당선,모란,20541,20750
분당선,태평,14096,13644
분당선,가천대,13157,13869
분당선,선정릉,8826,9251
분당선,강남구청,10535,12026
분당선,압구정로데오,18844,20784
분당선,서울숲,12808,13172
분당선,수원,8628,7677
분당선,수서,16040,16206
분당선,대모산입구,6663,6210
분당선,개포동,5459,5580
분당선,구룡,3222,3061
분당선,도곡,8480,8495
분당선,한티,18425,20046
분당선,선릉,15521,23439
과천선,범계,28390,28120
과천선,평촌,20082,19533
과천선,인덕원,26776,27507
과천선,정부과천청사,12563,13122
과천선,과천,6961,6483
과천선,대공원,2247,2350
과천선,경마공원,921,960
과천선,선바위,8953,7896
공항철도 1호선,영종,4187,4087
공항철도 1호선,인천공항2터미널,6627,5979
공항철도 1호선,인천공항1터미널,13331,13475
공항철도 1호선,공항화물청사,2378,2466
공항철도 1호선,운서,9276,9608
공항철도 1호선,청라국제도시,7854,7473
공항철도 1호선,검암,7259,7214
공항철도 1호선,계양,14646,13710
공항철도 1호선,김포공항,10743,5928
공항철도 1호선,마곡나루(서울식물원),11948,11441
공항철도 1호선,디지털미디어시티,15969,15177
공항철도 1호선,홍대입구,13087,12698
공항철도 1호선,공덕,2956,3753
공항철도 1호선,서울역,13271,11764
경춘선,춘천,1677,1882
경춘선,남춘천,2610,3105
경춘선,김유정,333,313
경춘선,강촌,519,534
경춘선,백양리,73,118
경춘선,굴봉산,114,113
경춘선,가평,1911,1851
경춘선,상천,270,255
경춘선,마석,4307,4054
경춘선,천마산,1774,1608
경춘선,평내호평,7103,6781
경춘선,금곡,1689,1662
경춘선,사릉,2551,2404
경춘선,퇴계원,4209,3698
경춘선,별내,3528,3290
경춘선,갈매,3393,2956
경춘선,신내,2543,2344
경인선,도화,4489,4075
경인선,중동,10235,9491
경인선,온수(성공회대입구),7120,6819
경인선,도원,3382,3505
경인선,간석,6406,5992
경인선,부개,9684,8929
경인선,소사,8401,8306
경인선,구일,7721,7838
경인선,인천,3406,2588
경인선,동인천,14792,13715
경인선,제물포,12117,11756
경인선,주안,20569,18890
경인선,동암,16893,16562
경인선,백운,8133,7896
경인선,부평,29270,30210
경인선,송내,29239,28824
경인선,부천,33637,33266
경인선,역곡,30313,30319
경인선,오류동,12687,12057
경인선,개봉,23620,23399
경의선,계양,2,0
경의선,운천,6,4
경의선,임진강,4,5
경의선,문산,5663,5397
경의선,파주,1776,1312
경의선,월롱,2563,2443
경의선,금촌,7029,7076
경의선,금릉,5995,5658
경의선,운정,8297,7584
경의선,야당,9224,9266
경의선,탄현,8980,8350
경의선,일산,12017,11496
경의선,풍산,6594,6165
경의선,백마,8241,7997
경의선,곡산,757,767
경의선,능곡,5414,4965
경의선,행신,9111,9165
경의선,강매,3682,3184
경의선,화전,3644,3515
경의선,수색,3894,3944
경의선,디지털미디어시티,3121,2879
경의선,가좌,6876,6420
경의선,홍대입구,2023,2389
경의선,서강대,2521,2505
경의선,공덕,4398,3748
경의선,효창공원앞,3607,4051
경의선,신촌,1182,1542
경의선,서울역,5647,6855
경원선,소요산,2456,2014
경원선,동두천,2875,2963
경원선,보산,1664,1434
경원선,동두천중앙,3526,3440
경원선,지행,6978,6994
경원선,덕정,6965,6662
경원선,덕계,5540,4964
경원선,양주,8219,7829
경원선,녹양,4811,4581
경원선,가능,7250,6994
경원선,의정부,19067,19430
경원선,회룡,14070,13666
경원선,망월사,9778,10053
경원선,도봉산,7699,4744
경원선,도봉,6375,6154
경원선,방학,10604,10455
경원선,창동,1,0
경원선,녹천,5148,4294
경원선,월계,8285,7835
경원선,광운대,10103,9742
경원선,석계,8477,9814
경원선,신이문,9382,8630
경원선,외대앞,11104,11344
경원선,청량리(서울시립대입구),16786,18465
경원선,왕십리(성동구청),16831,17041
경원선,응봉,2165,1813
경원선,옥수,76,59
경원선,한남,4711,4435
경원선,서빙고,2272,2045
경원선,이촌(국립중앙박물관),4204,3458
경부선,광명,4159,3563
경부선,서동탄,1671,1393
경부선,당정,7391,6989
경부선,천안,7879,7097
경부선,두정,8432,10373
경부선,직산,981,987
경부선,성환,6822,6904
경부선,평택,14232,14413
경부선,평택지제,4907,4670
경부선,서정리,9506,8895
경부선,송탄,4682,4704
경부선,진위,1991,1762
경부선,오산,11266,11377
경부선,오산대,4511,3966
경부선,세마,3470,3345
경부선,병점,18221,17984
경부선,세류,3643,3247
경부선,독산,20204,20946
경부선,수원,39436,40582
경부선,화서,10089,9367
경부선,성균관대,18169,17950
경부선,의왕,10267,10342
경부선,군포,8244,8225
경부선,금정,30695,31026
경부선,명학,10761,10557
경부선,안양,27426,27394
경부선,관악,8112,7721
경부선,석수,10123,9182
경부선,금천구청,12751,12582
경부선,가산디지털단지,19504,22020
경부선,구로,19405,19241
경부선,신길,9800,8311
경부선,신도림,4163,4302
경부선,영등포,40773,42007
경부선,대방,11901,12963
경부선,노량진,9102,9414
경부선,용산,39800,40544
경부선,남영,11302,11759
경부선,서울역,10180,3068
경강선,여주,3065,3148
경강선,세종대왕릉,345,305
경강선,부발,2446,2509
경강선,이천,2803,3006
경강선,신둔도예촌,1705,1530
경강선,곤지암,2542,2397
경강선,초월,3858,3693
경강선,경기광주,8844,8376
경강선,삼동,2810,2643
경강선,이매,1351,1177
경강선,판교,6379,6216
9호선2~3단계,중앙보훈병원,13742,11987
9호선2~3단계,둔촌오륜,1220,1193
9호선2~3단계,올림픽공원(한국체대),7128,7355
9호선2~3단계,한성백제,3065,2736
9호선2~3단계,송파나루,5617,5934
9호선2~3단계,석촌,9699,8793
9호선2~3단계,석촌고분,7578,7369
9호선2~3단계,삼전,8108,7724
9호선2~3단계,종합운동장,5132,5201
9호선2~3단계,봉은사,20687,21316
9호선2~3단계,삼성중앙,8754,9118
9호선2~3단계,선정릉,11318,12053
9호선2~3단계,언주,12742,13049
9호선,신논현,32073,30884
9호선,사평,4363,4204
9호선,고속터미널,14471,19614
9호선,신반포,4236,4173
9호선,구반포,1123,1141
9호선,동작(현충원),1765,1510
9호선,흑석(중앙대입구),11041,11447
9호선,노들,5119,4236
9호선,노량진,27261,26923
9호선,샛강,7301,7371
9호선,여의도,33332,31974
9호선,국회의사당,18622,19629
9호선,당산,20485,20624
9호선,선유도,9976,9529
9호선,신목동,4890,4321
9호선,염창,19664,19027
9호선,등촌,13188,12669
9호선,증미,8963,8619
9호선,가양,24317,23960
9호선,양천향교,11031,11146
9호선,마곡나루(서울식물원),14334,14151
9호선,신방화,7653,7600
9호선,공항시장,3203,3410
9호선,김포공항,7259,10214
9호선,개화,3351,2113
8호선,남위례,7659,7829
8호선,모란,4652,3566
8호선,수진,5741,5315
8호선,신흥,5334,5761
8호선,단대오거리,13219,12762
8호선,남한산성입구(성남법원.검찰청),15526,14498
8호선,산성,5995,6151
8호선,복정,10420,8711
8호선,장지,18044,16845
8호선,문정,24040,24915
8호선,가락시장,8799,9753
8호선,송파,10119,9911
8호선,석촌,8446,9401
